,Mult,OBS_STATUS,OBS_VALUE,Series,TIME_PERIOD,Type,Unit
4440,1000000,A,533175.30,DTCTLN.M,1988-03-31,NONREV,Currency
4441,1000000,A,536777.32,DTCTLN.M,1988-04-30,NONREV,Currency
4442,1000000,A,539296.28,DTCTLN.M,1988-05-31,NONREV,Currency
4443,1000000,A,540226.01,DTCTLN.M,1988-06-30,NONREV,Currency
4444,1000000,A,542093.75,DTCTLN.M,1988-07-31,NONREV,Currency
4445,1000000,A,545666.66,DTCTLN.M,1988-08-31,NONREV,Currency
4446,1000000,A,545467.57,DTCTLN.M,1988-09-30,NONREV,Currency
4447,1000000,A,546273.18,DTCTLN.M,1988-10-31,NONREV,Currency
4448,1000000,A,546648.97,DTCTLN.M,1988-11-30,NONREV,Currency
4449,1000000,A,547324.64,DTCTLN.M,1988-12-31,NONREV,Currency
4450,1000000,A,563300.01,DTCTLN.M,1989-01-31,NONREV,Currency
4451,1000000,A,565278.20,DTCTLN.M,1989-02-28,NONREV,Currency
4452,1000000,A,569094.25,DTCTLN.M,1989-03-31,NONREV,Currency
4453,1000000,A,571570.85,DTCTLN.M,1989-04-30,NONREV,Currency
4454,1000000,A,574119.72,DTCTLN.M,1989-05-31,NONREV,Currency
4455,1000000,A,575543.16,DTCTLN.M,1989-06-30,NONREV,Currency
4456,1000000,A,576731.26,DTCTLN.M,1989-07-31,NONREV,Currency
4457,1000000,A,577013.90,DTCTLN.M,1989-08-31,NONREV,Currency
4458,1000000,A,578645.11,DTCTLN.M,1989-09-30,NONREV,Currency
4459,1000000,A,580619.79,DTCTLN.M,1989-10-31,NONREV,Currency
4460,1000000,A,582671.95,DTCTLN.M,1989-11-30,NONREV,Currency
4461,1000000,A,583382.34,DTCTLN.M,1989-12-31,NONREV,Currency
4462,1000000,A,584067.42,DTCTLN.M,1990-01-31,NONREV,Currency
4463,1000000,A,582268.62,DTCTLN.M,1990-02-28,NONREV,Currency
4464,1000000,A,581158.72,DTCTLN.M,1990-03-31,NONREV,Currency
4465,1000000,A,578977.38,DTCTLN.M,1990-04-30,NONREV,Currency
4466,1000000,A,576474.84,DTCTLN.M,1990-05-31,NONREV,Currency
4467,1000000,A,577227.92,DTCTLN.M,1990-06-30,NONREV,Currency
4468,1000000,A,577301.24,DTCTLN.M,1990-07-31,NONREV,Currency
4469,1000000,A,576343.66,DTCTLN.M,1990-08-31,NONREV,Currency
4470,1000000,A,575711.19,DTCTLN.M,1990-09-30,NONREV,Currency
4471,1000000,A,576484.47,DTCTLN.M,1990-10-31,NONREV,Currency
4472,1000000,A,574368.55,DTCTLN.M,1990-11-30,NONREV,Currency
4473,1000000,A,569587.95,DTCTLN.M,1990-12-31,NONREV,Currency
4474,1000000,A,567885.66,DTCTLN.M,1991-01-31,NONREV,Currency
4475,1000000,A,564742.31,DTCTLN.M,1991-02-28,NONREV,Currency
4476,1000000,A,561511.07,DTCTLN.M,1991-03-31,NONREV,Currency
4477,1000000,A,559075.06,DTCTLN.M,1991-04-30,NONREV,Currency
4478,1000000,A,556901.14,DTCTLN.M,1991-05-31,NONREV,Currency
4479,1000000,A,553748.22,DTCTLN.M,1991-06-30,NONREV,Currency
4480,1000000,A,550307.30,DTCTLN.M,1991-07-31,NONREV,Currency
4481,1000000,A,546129.18,DTCTLN.M,1991-08-31,NONREV,Currency
4482,1000000,A,542077.11,DTCTLN.M,1991-09-30,NONREV,Currency
4483,1000000,A,537268.74,DTCTLN.M,1991-10-31,NONREV,Currency
4484,1000000,A,535497.70,DTCTLN.M,1991-11-30,NONREV,Currency
4485,1000000,A,534260.42,DTCTLN.M,1991-12-31,NONREV,Currency
4486,1000000,A,533596.22,DTCTLN.M,1992-01-31,NONREV,Currency
4487,1000000,A,533158.25,DTCTLN.M,1992-02-29,NONREV,Currency
4488,1000000,A,532686.41,DTCTLN.M,1992-03-31,NONREV,Currency
4489,1000000,A,529828.90,DTCTLN.M,1992-04-30,NONREV,Currency
4490,1000000,A,528916.10,DTCTLN.M,1992-05-31,NONREV,Currency
4491,1000000,A,526568.68,DTCTLN.M,1992-06-30,NONREV,Currency
4492,1000000,A,527250.56,DTCTLN.M,1992-07-31,NONREV,Currency
4493,1000000,A,527743.30,DTCTLN.M,1992-08-31,NONREV,Currency
4494,1000000,A,527021.95,DTCTLN.M,1992-09-30,NONREV,Currency
4495,1000000,A,524348.35,DTCTLN.M,1992-10-31,NONREV,Currency
4496,1000000,A,527238.23,DTCTLN.M,1992-11-30,NONREV,Currency
4497,1000000,A,527669.02,DTCTLN.M,1992-12-31,NONREV,Currency
4498,1000000,A,528330.62,DTCTLN.M,1993-01-31,NONREV,Currency
4499,1000000,A,530527.68,DTCTLN.M,1993-02-28,NONREV,Currency
4500,1000000,A,528765.89,DTCTLN.M,1993-03-31,NONREV,Currency
4501,1000000,A,532780.81,DTCTLN.M,1993-04-30,NONREV,Currency
4502,1000000,A,531288.42,DTCTLN.M,1993-05-31,NONREV,Currency
4503,1000000,A,533850.55,DTCTLN.M,1993-06-30,NONREV,Currency
4504,1000000,A,535286.72,DTCTLN.M,1993-07-31,NONREV,Currency
4505,1000000,A,537971.36,DTCTLN.M,1993-08-31,NONREV,Currency
4506,1000000,A,541155.00,DTCTLN.M,1993-09-30,NONREV,Currency
4507,1000000,A,545962.54,DTCTLN.M,1993-10-31,NONREV,Currency
4508,1000000,A,549959.41,DTCTLN.M,1993-11-30,NONREV,Currency
4509,1000000,A,555742.56,DTCTLN.M,1993-12-31,NONREV,Currency
4510,1000000,A,559500.15,DTCTLN.M,1994-01-31,NONREV,Currency
4511,1000000,A,564939.14,DTCTLN.M,1994-02-28,NONREV,Currency
4512,1000000,A,571555.79,DTCTLN.M,1994-03-31,NONREV,Currency
4513,1000000,A,575973.79,DTCTLN.M,1994-04-30,NONREV,Currency
4514,1000000,A,583766.07,DTCTLN.M,1994-05-31,NONREV,Currency
4515,1000000,A,589363.22,DTCTLN.M,1994-06-30,NONREV,Currency
4516,1000000,A,591189.26,DTCTLN.M,1994-07-31,NONREV,Currency
4517,1000000,A,597132.47,DTCTLN.M,1994-08-31,NONREV,Currency
4518,1000000,A,607291.69,DTCTLN.M,1994-09-30,NONREV,Currency
4519,1000000,A,615689.68,DTCTLN.M,1994-10-31,NONREV,Currency
4520,1000000,A,618833.39,DTCTLN.M,1994-11-30,NONREV,Currency
4521,1000000,A,631732.19,DTCTLN.M,1994-12-31,NONREV,Currency
4522,1000000,A,638391.87,DTCTLN.M,1995-01-31,NONREV,Currency
4523,1000000,A,640455.74,DTCTLN.M,1995-02-28,NONREV,Currency
4524,1000000,A,648072.17,DTCTLN.M,1995-03-31,NONREV,Currency
4525,1000000,A,653951.59,DTCTLN.M,1995-04-30,NONREV,Currency
4526,1000000,A,659306.86,DTCTLN.M,1995-05-31,NONREV,Currency
4527,1000000,A,663290.48,DTCTLN.M,1995-06-30,NONREV,Currency
4528,1000000,A,668595.71,DTCTLN.M,1995-07-31,NONREV,Currency
4529,1000000,A,672036.31,DTCTLN.M,1995-08-31,NONREV,Currency
4530,1000000,A,677580.53,DTCTLN.M,1995-09-30,NONREV,Currency
4531,1000000,A,680078.10,DTCTLN.M,1995-10-31,NONREV,Currency
4532,1000000,A,695420.01,DTCTLN.M,1995-11-30,NONREV,Currency
4533,1000000,A,696824.27,DTCTLN.M,1995-12-31,NONREV,Currency
4534,1000000,A,703275.62,DTCTLN.M,1996-01-31,NONREV,Currency
4535,1000000,A,707496.40,DTCTLN.M,1996-02-29,NONREV,Currency
4536,1000000,A,710092.31,DTCTLN.M,1996-03-31,NONREV,Currency
4537,1000000,A,715121.51,DTCTLN.M,1996-04-30,NONREV,Currency
4538,1000000,A,720453.90,DTCTLN.M,1996-05-31,NONREV,Currency
4539,1000000,A,726687.65,DTCTLN.M,1996-06-30,NONREV,Currency
4540,1000000,A,732630.35,DTCTLN.M,1996-07-31,NONREV,Currency
4541,1000000,A,737209.89,DTCTLN.M,1996-08-31,NONREV,Currency
4542,1000000,A,738986.95,DTCTLN.M,1996-09-30,NONREV,Currency
4543,1000000,A,740894.48,DTCTLN.M,1996-10-31,NONREV,Currency
4544,1000000,A,744910.43,DTCTLN.M,1996-11-30,NONREV,Currency
4545,1000000,A,745920.52,DTCTLN.M,1996-12-31,NONREV,Currency
4546,1000000,A,747895.02,DTCTLN.M,1997-01-31,NONREV,Currency
4547,1000000,A,750137.26,DTCTLN.M,1997-02-28,NONREV,Currency
4548,1000000,A,752190.25,DTCTLN.M,1997-03-31,NONREV,Currency
4549,1000000,A,762222.81,DTCTLN.M,1997-04-30,NONREV,Currency
4550,1000000,A,764197.31,DTCTLN.M,1997-05-31,NONREV,Currency
4551,1000000,A,767292.34,DTCTLN.M,1997-06-30,NONREV,Currency
4552,1000000,A,767885.68,DTCTLN.M,1997-07-31,NONREV,Currency
4553,1000000,A,769774.46,DTCTLN.M,1997-08-31,NONREV,Currency
4554,1000000,A,772912.57,DTCTLN.M,1997-09-30,NONREV,Currency
4555,1000000,A,777345.11,DTCTLN.M,1997-10-31,NONREV,Currency
4556,1000000,A,777649.38,DTCTLN.M,1997-11-30,NONREV,Currency
4557,1000000,A,784751.77,DTCTLN.M,1997-12-31,NONREV,Currency
4558,1000000,A,782101.57,DTCTLN.M,1998-01-31,NONREV,Currency
4559,1000000,A,785448.43,DTCTLN.M,1998-02-28,NONREV,Currency
4560,1000000,A,791455.93,DTCTLN.M,1998-03-31,NONREV,Currency
4561,1000000,A,799549.46,DTCTLN.M,1998-04-30,NONREV,Currency
4562,1000000,A,803246.74,DTCTLN.M,1998-05-31,NONREV,Currency
4563,1000000,A,812391.87,DTCTLN.M,1998-06-30,NONREV,Currency
4564,1000000,A,820166.91,DTCTLN.M,1998-07-31,NONREV,Currency
4565,1000000,A,822246.04,DTCTLN.M,1998-08-31,NONREV,Currency
4566,1000000,A,828674.04,DTCTLN.M,1998-09-30,NONREV,Currency
4567,1000000,A,833107.33,DTCTLN.M,1998-10-31,NONREV,Currency
4568,1000000,A,837234.90,DTCTLN.M,1998-11-30,NONREV,Currency
4569,1000000,A,839581.66,DTCTLN.M,1998-12-31,NONREV,Currency
4570,1000000,A,846059.93,DTCTLN.M,1999-01-31,NONREV,Currency
4571,1000000,A,855860.56,DTCTLN.M,1999-02-28,NONREV,Currency
4572,1000000,A,865721.60,DTCTLN.M,1999-03-31,NONREV,Currency
4573,1000000,A,871936.15,DTCTLN.M,1999-04-30,NONREV,Currency
4574,1000000,A,879768.92,DTCTLN.M,1999-05-31,NONREV,Currency
4575,1000000,A,884704.58,DTCTLN.M,1999-06-30,NONREV,Currency
4576,1000000,A,891382.22,DTCTLN.M,1999-07-31,NONREV,Currency
4577,1000000,A,899697.68,DTCTLN.M,1999-08-31,NONREV,Currency
4578,1000000,A,904172.70,DTCTLN.M,1999-09-30,NONREV,Currency
4579,1000000,A,909140.29,DTCTLN.M,1999-10-31,NONREV,Currency
4580,1000000,A,915232.59,DTCTLN.M,1999-11-30,NONREV,Currency
4581,1000000,A,920409.49,DTCTLN.M,1999-12-31,NONREV,Currency
4582,1000000,A,923673.63,DTCTLN.M,2000-01-31,NONREV,Currency
4583,1000000,A,931852.73,DTCTLN.M,2000-02-29,NONREV,Currency
4584,1000000,A,938939.72,DTCTLN.M,2000-03-31,NONREV,Currency
4585,1000000,A,944791.80,DTCTLN.M,2000-04-30,NONREV,Currency
4586,1000000,A,951650.78,DTCTLN.M,2000-05-31,NONREV,Currency
4587,1000000,A,970389.49,DTCTLN.M,2000-06-30,NONREV,Currency
4588,1000000,A,982824.43,DTCTLN.M,2000-07-31,NONREV,Currency
4589,1000000,A,995593.51,DTCTLN.M,2000-08-31,NONREV,Currency
4590,1000000,A,1007004.00,DTCTLN.M,2000-09-30,NONREV,Currency
4591,1000000,A,1016651.17,DTCTLN.M,2000-10-31,NONREV,Currency
4592,1000000,A,1026949.80,DTCTLN.M,2000-11-30,NONREV,Currency
4593,1000000,A,1034323.35,DTCTLN.M,2000-12-31,NONREV,Currency
4594,1000000,A,1043090.18,DTCTLN.M,2001-01-31,NONREV,Currency
4595,1000000,A,1050719.51,DTCTLN.M,2001-02-28,NONREV,Currency
4596,1000000,A,1057981.07,DTCTLN.M,2001-03-31,NONREV,Currency
4597,1000000,A,1065651.31,DTCTLN.M,2001-04-30,NONREV,Currency
4598,1000000,A,1071586.95,DTCTLN.M,2001-05-31,NONREV,Currency
4599,1000000,A,1080365.55,DTCTLN.M,2001-06-30,NONREV,Currency
4600,1000000,A,1089460.56,DTCTLN.M,2001-07-31,NONREV,Currency
4601,1000000,A,1099667.70,DTCTLN.M,2001-08-31,NONREV,Currency
4602,1000000,A,1106989.75,DTCTLN.M,2001-09-30,NONREV,Currency
4603,1000000,A,1124431.74,DTCTLN.M,2001-10-31,NONREV,Currency
4604,1000000,A,1145184.05,DTCTLN.M,2001-11-30,NONREV,Currency
4605,1000000,A,1153012.14,DTCTLN.M,2001-12-31,NONREV,Currency
4606,1000000,A,1152637.20,DTCTLN.M,2002-01-31,NONREV,Currency
4607,1000000,A,1167083.27,DTCTLN.M,2002-02-28,NONREV,Currency
4608,1000000,A,1174734.29,DTCTLN.M,2002-03-31,NONREV,Currency
4609,1000000,A,1178730.28,DTCTLN.M,2002-04-30,NONREV,Currency
4610,1000000,A,1186249.89,DTCTLN.M,2002-05-31,NONREV,Currency
4611,1000000,A,1194367.60,DTCTLN.M,2002-06-30,NONREV,Currency
4612,1000000,A,1202946.94,DTCTLN.M,2002-07-31,NONREV,Currency
4613,1000000,A,1207010.64,DTCTLN.M,2002-08-31,NONREV,Currency
4614,1000000,A,1207325.03,DTCTLN.M,2002-09-30,NONREV,Currency
4615,1000000,A,1209211.73,DTCTLN.M,2002-10-31,NONREV,Currency
4616,1000000,A,1215272.90,DTCTLN.M,2002-11-30,NONREV,Currency
4617,1000000,A,1221164.76,DTCTLN.M,2002-12-31,NONREV,Currency
4618,1000000,A,1227771.91,DTCTLN.M,2003-01-31,NONREV,Currency
4619,1000000,A,1234804.35,DTCTLN.M,2003-02-28,NONREV,Currency
4620,1000000,A,1241552.94,DTCTLN.M,2003-03-31,NONREV,Currency
4621,1000000,A,1253347.35,DTCTLN.M,2003-04-30,NONREV,Currency
4622,1000000,A,1263797.77,DTCTLN.M,2003-05-31,NONREV,Currency
4623,1000000,A,1269453.53,DTCTLN.M,2003-06-30,NONREV,Currency
4624,1000000,A,1275675.74,DTCTLN.M,2003-07-31,NONREV,Currency
4625,1000000,A,1282799.94,DTCTLN.M,2003-08-31,NONREV,Currency
4626,1000000,A,1291048.87,DTCTLN.M,2003-09-30,NONREV,Currency
4627,1000000,A,1299959.91,DTCTLN.M,2003-10-31,NONREV,Currency
4628,1000000,A,1301392.17,DTCTLN.M,2003-11-30,NONREV,Currency
4629,1000000,A,1309102.38,DTCTLN.M,2003-12-31,NONREV,Currency
4630,1000000,A,1317570.54,DTCTLN.M,2004-01-31,NONREV,Currency
4631,1000000,A,1322978.09,DTCTLN.M,2004-02-29,NONREV,Currency
4632,1000000,A,1331627.84,DTCTLN.M,2004-03-31,NONREV,Currency
4633,1000000,A,1337161.36,DTCTLN.M,2004-04-30,NONREV,Currency
4634,1000000,A,1342750.50,DTCTLN.M,2004-05-31,NONREV,Currency
4635,1000000,A,1348258.19,DTCTLN.M,2004-06-30,NONREV,Currency
4636,1000000,A,1351005.83,DTCTLN.M,2004-07-31,NONREV,Currency
4637,1000000,A,1356423.46,DTCTLN.M,2004-08-31,NONREV,Currency
4638,1000000,A,1366512.48,DTCTLN.M,2004-09-30,NONREV,Currency
4639,1000000,A,1380022.85,DTCTLN.M,2004-10-31,NONREV,Currency
4640,1000000,A,1386561.38,DTCTLN.M,2004-11-30,NONREV,Currency
4641,1000000,A,1392693.99,DTCTLN.M,2004-12-31,NONREV,Currency
4642,1000000,A,1392141.86,DTCTLN.M,2005-01-31,NONREV,Currency
4643,1000000,A,1407451.42,DTCTLN.M,2005-02-28,NONREV,Currency
4644,1000000,A,1415559.22,DTCTLN.M,2005-03-31,NONREV,Currency
4645,1000000,A,1421976.98,DTCTLN.M,2005-04-30,NONREV,Currency
4646,1000000,A,1423459.97,DTCTLN.M,2005-05-31,NONREV,Currency
4647,1000000,A,1433651.78,DTCTLN.M,2005-06-30,NONREV,Currency
4648,1000000,A,1442322.48,DTCTLN.M,2005-07-31,NONREV,Currency
4649,1000000,A,1449202.47,DTCTLN.M,2005-08-31,NONREV,Currency
4650,1000000,A,1451981.53,DTCTLN.M,2005-09-30,NONREV,Currency
4651,1000000,A,1455760.47,DTCTLN.M,2005-10-31,NONREV,Currency
4652,1000000,A,1457783.19,DTCTLN.M,2005-11-30,NONREV,Currency
4653,1000000,A,1461409.78,DTCTLN.M,2005-12-31,NONREV,Currency
4654,1000000,A,1487893.96,DTCTLN.M,2006-01-31,NONREV,Currency
4655,1000000,A,1489687.58,DTCTLN.M,2006-02-28,NONREV,Currency
4656,1000000,A,1497564.31,DTCTLN.M,2006-03-31,NONREV,Currency
4657,1000000,A,1504153.67,DTCTLN.M,2006-04-30,NONREV,Currency
4658,1000000,A,1507690.12,DTCTLN.M,2006-05-31,NONREV,Currency
4659,1000000,A,1498329.88,DTCTLN.M,2006-06-30,NONREV,Currency
4660,1000000,A,1504422.61,DTCTLN.M,2006-07-31,NONREV,Currency
4661,1000000,A,1511807.75,DTCTLN.M,2006-08-31,NONREV,Currency
4662,1000000,A,1518998.89,DTCTLN.M,2006-09-30,NONREV,Currency
4663,1000000,A,1517785.34,DTCTLN.M,2006-10-31,NONREV,Currency
4664,1000000,A,1523402.89,DTCTLN.M,2006-11-30,NONREV,Currency
4665,1000000,A,1532838.92,DTCTLN.M,2006-12-31,NONREV,Currency
4666,1000000,A,1530316.12,DTCTLN.M,2007-01-31,NONREV,Currency
4667,1000000,A,1536694.12,DTCTLN.M,2007-02-28,NONREV,Currency
4668,1000000,A,1545969.60,DTCTLN.M,2007-03-31,NONREV,Currency
4669,1000000,A,1552343.26,DTCTLN.M,2007-04-30,NONREV,Currency
4670,1000000,A,1559390.02,DTCTLN.M,2007-05-31,NONREV,Currency
4671,1000000,A,1565195.95,DTCTLN.M,2007-06-30,NONREV,Currency
4672,1000000,A,1575345.36,DTCTLN.M,2007-07-31,NONREV,Currency
4673,1000000,A,1584541.45,DTCTLN.M,2007-08-31,NONREV,Currency
4674,1000000,A,1591495.59,DTCTLN.M,2007-09-30,NONREV,Currency
4675,1000000,A,1599473.18,DTCTLN.M,2007-10-31,NONREV,Currency
4676,1000000,A,1603084.02,DTCTLN.M,2007-11-30,NONREV,Currency
4677,1000000,A,1607851.24,DTCTLN.M,2007-12-31,NONREV,Currency
4678,1000000,A,1612775.34,DTCTLN.M,2008-01-31,NONREV,Currency
4679,1000000,A,1620392.92,DTCTLN.M,2008-02-29,NONREV,Currency
4680,1000000,A,1627816.11,DTCTLN.M,2008-03-31,NONREV,Currency
4681,1000000,A,1634674.19,DTCTLN.M,2008-04-30,NONREV,Currency
4682,1000000,A,1638726.93,DTCTLN.M,2008-05-31,NONREV,Currency
4683,1000000,A,1641801.20,DTCTLN.M,2008-06-30,NONREV,Currency
4684,1000000,A,1645063.60,DTCTLN.M,2008-07-31,NONREV,Currency
4685,1000000,A,1642615.38,DTCTLN.M,2008-08-31,NONREV,Currency
4686,1000000,A,1643019.73,DTCTLN.M,2008-09-30,NONREV,Currency
4687,1000000,A,1641678.58,DTCTLN.M,2008-10-31,NONREV,Currency
4688,1000000,A,1639773.31,DTCTLN.M,2008-11-30,NONREV,Currency
4689,1000000,A,1639791.92,DTCTLN.M,2008-12-31,NONREV,Currency
4690,1000000,A,1641923.04,DTCTLN.M,2009-01-31,NONREV,Currency
4691,1000000,A,1640762.97,DTCTLN.M,2009-02-28,NONREV,Currency
4692,1000000,A,1636417.52,DTCTLN.M,2009-03-31,NONREV,Currency
4693,1000000,A,1633239.14,DTCTLN.M,2009-04-30,NONREV,Currency
4694,1000000,A,1639953.06,DTCTLN.M,2009-05-31,NONREV,Currency
4695,1000000,A,1625907.83,DTCTLN.M,2009-06-30,NONREV,Currency
4696,1000000,A,1626516.24,DTCTLN.M,2009-07-31,NONREV,Currency
4697,1000000,A,1626731.45,DTCTLN.M,2009-08-31,NONREV,Currency
4698,1000000,A,1625377.18,DTCTLN.M,2009-09-30,NONREV,Currency
4699,1000000,A,1618845.79,DTCTLN.M,2009-10-31,NONREV,Currency
4700,1000000,A,1624375.55,DTCTLN.M,2009-11-30,NONREV,Currency
4701,1000000,A,1638940.01,DTCTLN.M,2009-12-31,NONREV,Currency
4702,1000000,A,1631576.04,DTCTLN.M,2010-01-31,NONREV,Currency
4703,1000000,A,1627828.84,DTCTLN.M,2010-02-28,NONREV,Currency
4704,1000000,A,1637712.77,DTCTLN.M,2010-03-31,NONREV,Currency
4705,1000000,A,1636324.85,DTCTLN.M,2010-04-30,NONREV,Currency
4706,1000000,A,1638175.11,DTCTLN.M,2010-05-31,NONREV,Currency
4707,1000000,A,1641993.19,DTCTLN.M,2010-06-30,NONREV,Currency
4708,1000000,A,1645910.42,DTCTLN.M,2010-07-31,NONREV,Currency
4709,1000000,A,1652111.34,DTCTLN.M,2010-08-31,NONREV,Currency
4710,1000000,A,1658874.07,DTCTLN.M,2010-09-30,NONREV,Currency
4711,1000000,A,1674089.40,DTCTLN.M,2010-10-31,NONREV,Currency
4712,1000000,A,1677920.46,DTCTLN.M,2010-11-30,NONREV,Currency
4713,1000000,A,1807708.59,DTCTLN.M,2010-12-31,NONREV,Currency
4714,1000000,A,1819627.11,DTCTLN.M,2011-01-31,NONREV,Currency
4715,1000000,A,1830481.66,DTCTLN.M,2011-02-28,NONREV,Currency
4716,1000000,A,1836402.10,DTCTLN.M,2011-03-31,NONREV,Currency
4717,1000000,A,1846484.43,DTCTLN.M,2011-04-30,NONREV,Currency
4718,1000000,A,1851690.83,DTCTLN.M,2011-05-31,NONREV,Currency
4719,1000000,A,1857748.33,DTCTLN.M,2011-06-30,NONREV,Currency
4720,1000000,A,1880553.02,DTCTLN.M,2011-07-31,NONREV,Currency
4721,1000000,A,1872690.61,DTCTLN.M,2011-08-31,NONREV,Currency
4722,1000000,A,1881876.61,DTCTLN.M,2011-09-30,NONREV,Currency
4723,1000000,A,1890245.02,DTCTLN.M,2011-10-31,NONREV,Currency
4724,1000000,A,1903750.96,DTCTLN.M,2011-11-30,NONREV,Currency
4725,1000000,A,1916696.63,DTCTLN.M,2011-12-31,NONREV,Currency
4726,1000000,A,1927516.10,DTCTLN.M,2012-01-31,NONREV,Currency
4727,1000000,A,1935431.59,DTCTLN.M,2012-02-29,NONREV,Currency
4728,1000000,A,1949604.78,DTCTLN.M,2012-03-31,NONREV,Currency
4729,1000000,A,1965461.13,DTCTLN.M,2012-04-30,NONREV,Currency
4730,1000000,A,1979732.88,DTCTLN.M,2012-05-31,NONREV,Currency
4731,1000000,A,1993472.64,DTCTLN.M,2012-06-30,NONREV,Currency
4732,1000000,A,2003941.45,DTCTLN.M,2012-07-31,NONREV,Currency
4733,1000000,A,2016994.49,DTCTLN.M,2012-08-31,NONREV,Currency
4734,1000000,A,2027634.83,DTCTLN.M,2012-09-30,NONREV,Currency
4735,1000000,A,2042526.61,DTCTLN.M,2012-10-31,NONREV,Currency
4736,1000000,A,2058152.92,DTCTLN.M,2012-11-30,NONREV,Currency
4737,1000000,A,2074486.16,DTCTLN.M,2012-12-31,NONREV,Currency
4738,1000000,A,2087048.91,DTCTLN.M,2013-01-31,NONREV,Currency
4739,1000000,A,2105089.49,DTCTLN.M,2013-02-28,NONREV,Currency
4740,1000000,A,2116830.34,DTCTLN.M,2013-03-31,NONREV,Currency
4741,1000000,A,2127660.93,DTCTLN.M,2013-04-30,NONREV,Currency
4742,1000000,A,2139704.94,DTCTLN.M,2013-05-31,NONREV,Currency
4743,1000000,A,2152480.52,DTCTLN.M,2013-06-30,NONREV,Currency
4744,1000000,A,2166472.10,DTCTLN.M,2013-07-31,NONREV,Currency
4745,1000000,A,2180940.14,DTCTLN.M,2013-08-31,NONREV,Currency
4746,1000000,A,2197397.51,DTCTLN.M,2013-09-30,NONREV,Currency
4747,1000000,A,2211604.99,DTCTLN.M,2013-10-31,NONREV,Currency
4748,1000000,A,2225623.93,DTCTLN.M,2013-11-30,NONREV,Currency
4749,1000000,A,2238496.98,DTCTLN.M,2013-12-31,NONREV,Currency
4750,1000000,A,2253788.31,DTCTLN.M,2014-01-31,NONREV,Currency
4751,1000000,A,2269161.16,DTCTLN.M,2014-02-28,NONREV,Currency
4752,1000000,A,2285825.37,DTCTLN.M,2014-03-31,NONREV,Currency
4753,1000000,A,2302140.09,DTCTLN.M,2014-04-30,NONREV,Currency
4754,1000000,A,2317923.47,DTCTLN.M,2014-05-31,NONREV,Currency
4755,1000000,A,2332785.84,DTCTLN.M,2014-06-30,NONREV,Currency
4756,1000000,A,2349633.28,DTCTLN.M,2014-07-31,NONREV,Currency
4757,1000000,A,2364357.24,DTCTLN.M,2014-08-31,NONREV,Currency
4758,1000000,A,2380041.29,DTCTLN.M,2014-09-30,NONREV,Currency
4759,1000000,A,2389107.18,DTCTLN.M,2014-10-31,NONREV,Currency
4760,1000000,A,2403635.91,DTCTLN.M,2014-11-30,NONREV,Currency
4761,1000000,A,2426378.44,DTCTLN.M,2014-12-31,NONREV,Currency
4762,1000000,A,2439987.41,DTCTLN.M,2015-01-31,NONREV,Currency
4763,1000000,A,2458173.21,DTCTLN.M,2015-02-28,NONREV,Currency
4764,1000000,A,2474801.96,DTCTLN.M,2015-03-31,NONREV,Currency
4765,1000000,A,2489885.22,DTCTLN.M,2015-04-30,NONREV,Currency
4766,1000000,A,2505431.24,DTCTLN.M,2015-05-31,NONREV,Currency
4767,1000000,A,2524003.50,DTCTLN.M,2015-06-30,NONREV,Currency
4768,1000000,A,2538717.17,DTCTLN.M,2015-07-31,NONREV,Currency
4769,1000000,A,2548961.50,DTCTLN.M,2015-08-31,NONREV,Currency
4770,1000000,A,2570270.44,DTCTLN.M,2015-09-30,NONREV,Currency
4771,1000000,A,2583882.93,DTCTLN.M,2015-10-31,NONREV,Currency
4772,1000000,A,2596805.13,DTCTLN.M,2015-11-30,NONREV,Currency
4773,1000000,A,2507574.19,DTCTLN.M,2015-12-31,NONREV,Currency
4774,1000000,A,2522952.83,DTCTLN.M,2016-01-31,NONREV,Currency
4775,1000000,A,2536594.33,DTCTLN.M,2016-02-29,NONREV,Currency
4776,1000000,A,2550001.57,DTCTLN.M,2016-03-31,NONREV,Currency
4777,1000000,A,2566668.49,DTCTLN.M,2016-04-30,NONREV,Currency
4778,1000000,A,2582578.77,DTCTLN.M,2016-05-31,NONREV,Currency
4779,1000000,A,2589442.11,DTCTLN.M,2016-06-30,NONREV,Currency
4780,1000000,A,2603112.63,DTCTLN.M,2016-07-31,NONREV,Currency
4781,1000000,A,2621819.26,DTCTLN.M,2016-08-31,NONREV,Currency
4782,1000000,A,2635740.92,DTCTLN.M,2016-09-30,NONREV,Currency
4783,1000000,A,2653628.93,DTCTLN.M,2016-10-31,NONREV,Currency
4784,1000000,A,2665821.66,DTCTLN.M,2016-11-30,NONREV,Currency
4785,1000000,A,2675603.22,DTCTLN.M,2016-12-31,NONREV,Currency
4786,1000000,A,2689857.94,DTCTLN.M,2017-01-31,NONREV,Currency
4787,1000000,A,2703406.06,DTCTLN.M,2017-02-28,NONREV,Currency
4788,1000000,A,2713034.19,DTCTLN.M,2017-03-31,NONREV,Currency
4789,1000000,A,2725365.04,DTCTLN.M,2017-04-30,NONREV,Currency
4790,1000000,A,2736921.86,DTCTLN.M,2017-05-31,NONREV,Currency
4791,1000000,A,2744183.47,DTCTLN.M,2017-06-30,NONREV,Currency
