,Mult,OBS_STATUS,OBS_VALUE,Series,TIME_PERIOD,Type,Unit
4083,1000000,A,47507.36,DTCTLN.M,1958-06-30,NONREV,Currency
4084,1000000,A,47552.28,DTCTLN.M,1958-07-31,NONREV,Currency
4085,1000000,A,47592.98,DTCTLN.M,1958-08-31,NONREV,Currency
4086,1000000,A,47712.92,DTCTLN.M,1958-09-30,NONREV,Currency
4087,1000000,A,47823.17,DTCTLN.M,1958-10-31,NONREV,Currency
4088,1000000,A,47987.48,DTCTLN.M,1958-11-30,NONREV,Currency
4089,1000000,A,48394.35,DTCTLN.M,1958-12-31,NONREV,Currency
4090,1000000,A,48961.16,DTCTLN.M,1959-01-31,NONREV,Currency
4091,1000000,A,49513.71,DTCTLN.M,1959-02-28,NONREV,Currency
4092,1000000,A,50007.73,DTCTLN.M,1959-03-31,NONREV,Currency
4093,1000000,A,50463.43,DTCTLN.M,1959-04-30,NONREV,Currency
4094,1000000,A,51007.24,DTCTLN.M,1959-05-31,NONREV,Currency
4095,1000000,A,51675.44,DTCTLN.M,1959-06-30,NONREV,Currency
4096,1000000,A,52356.85,DTCTLN.M,1959-07-31,NONREV,Currency
4097,1000000,A,53038.53,DTCTLN.M,1959-08-31,NONREV,Currency
4098,1000000,A,53683.75,DTCTLN.M,1959-09-30,NONREV,Currency
4099,1000000,A,54365.95,DTCTLN.M,1959-10-31,NONREV,Currency
4100,1000000,A,54794.81,DTCTLN.M,1959-11-30,NONREV,Currency
4101,1000000,A,56010.68,DTCTLN.M,1959-12-31,NONREV,Currency
4102,1000000,A,56015.58,DTCTLN.M,1960-01-31,NONREV,Currency
4103,1000000,A,56364.63,DTCTLN.M,1960-02-29,NONREV,Currency
4104,1000000,A,56862.88,DTCTLN.M,1960-03-31,NONREV,Currency
4105,1000000,A,57711.40,DTCTLN.M,1960-04-30,NONREV,Currency
4106,1000000,A,57951.03,DTCTLN.M,1960-05-31,NONREV,Currency
4107,1000000,A,58387.06,DTCTLN.M,1960-06-30,NONREV,Currency
4108,1000000,A,58746.71,DTCTLN.M,1960-07-31,NONREV,Currency
4109,1000000,A,58947.15,DTCTLN.M,1960-08-31,NONREV,Currency
4110,1000000,A,59364.65,DTCTLN.M,1960-09-30,NONREV,Currency
4111,1000000,A,59628.99,DTCTLN.M,1960-10-31,NONREV,Currency
4112,1000000,A,59874.01,DTCTLN.M,1960-11-30,NONREV,Currency
4113,1000000,A,60025.31,DTCTLN.M,1960-12-31,NONREV,Currency
4114,1000000,A,60671.85,DTCTLN.M,1961-01-31,NONREV,Currency
4115,1000000,A,60310.13,DTCTLN.M,1961-02-28,NONREV,Currency
4116,1000000,A,60455.46,DTCTLN.M,1961-03-31,NONREV,Currency
4117,1000000,A,60075.87,DTCTLN.M,1961-04-30,NONREV,Currency
4118,1000000,A,60179.69,DTCTLN.M,1961-05-31,NONREV,Currency
4119,1000000,A,60334.75,DTCTLN.M,1961-06-30,NONREV,Currency
4120,1000000,A,60395.98,DTCTLN.M,1961-07-31,NONREV,Currency
4121,1000000,A,60619.48,DTCTLN.M,1961-08-31,NONREV,Currency
4122,1000000,A,60883.09,DTCTLN.M,1961-09-30,NONREV,Currency
4123,1000000,A,61158.22,DTCTLN.M,1961-10-31,NONREV,Currency
4124,1000000,A,61748.29,DTCTLN.M,1961-11-30,NONREV,Currency
4125,1000000,A,62248.53,DTCTLN.M,1961-12-31,NONREV,Currency
4126,1000000,A,62282.80,DTCTLN.M,1962-01-31,NONREV,Currency
4127,1000000,A,62640.35,DTCTLN.M,1962-02-28,NONREV,Currency
4128,1000000,A,63128.57,DTCTLN.M,1962-03-31,NONREV,Currency
4129,1000000,A,63866.91,DTCTLN.M,1962-04-30,NONREV,Currency
4130,1000000,A,64601.04,DTCTLN.M,1962-05-31,NONREV,Currency
4131,1000000,A,65137.42,DTCTLN.M,1962-06-30,NONREV,Currency
4132,1000000,A,65512.18,DTCTLN.M,1962-07-31,NONREV,Currency
4133,1000000,A,66055.12,DTCTLN.M,1962-08-31,NONREV,Currency
4134,1000000,A,66438.33,DTCTLN.M,1962-09-30,NONREV,Currency
4135,1000000,A,67028.88,DTCTLN.M,1962-10-31,NONREV,Currency
4136,1000000,A,67642.10,DTCTLN.M,1962-11-30,NONREV,Currency
4137,1000000,A,68126.72,DTCTLN.M,1962-12-31,NONREV,Currency
4138,1000000,A,68656.46,DTCTLN.M,1963-01-31,NONREV,Currency
4139,1000000,A,69376.75,DTCTLN.M,1963-02-28,NONREV,Currency
4140,1000000,A,70073.41,DTCTLN.M,1963-03-31,NONREV,Currency
4141,1000000,A,70801.61,DTCTLN.M,1963-04-30,NONREV,Currency
4142,1000000,A,71335.14,DTCTLN.M,1963-05-31,NONREV,Currency
4143,1000000,A,71875.59,DTCTLN.M,1963-06-30,NONREV,Currency
4144,1000000,A,72716.45,DTCTLN.M,1963-07-31,NONREV,Currency
4145,1000000,A,73576.16,DTCTLN.M,1963-08-31,NONREV,Currency
4146,1000000,A,74169.77,DTCTLN.M,1963-09-30,NONREV,Currency
4147,1000000,A,75112.95,DTCTLN.M,1963-10-31,NONREV,Currency
4148,1000000,A,75606.92,DTCTLN.M,1963-11-30,NONREV,Currency
4149,1000000,A,76581.45,DTCTLN.M,1963-12-31,NONREV,Currency
4150,1000000,A,77461.36,DTCTLN.M,1964-01-31,NONREV,Currency
4151,1000000,A,78336.23,DTCTLN.M,1964-02-29,NONREV,Currency
4152,1000000,A,79240.41,DTCTLN.M,1964-03-31,NONREV,Currency
4153,1000000,A,79908.16,DTCTLN.M,1964-04-30,NONREV,Currency
4154,1000000,A,80834.52,DTCTLN.M,1964-05-31,NONREV,Currency
4155,1000000,A,81428.18,DTCTLN.M,1964-06-30,NONREV,Currency
4156,1000000,A,82294.50,DTCTLN.M,1964-07-31,NONREV,Currency
4157,1000000,A,82973.05,DTCTLN.M,1964-08-31,NONREV,Currency
4158,1000000,A,83921.97,DTCTLN.M,1964-09-30,NONREV,Currency
4159,1000000,A,84530.18,DTCTLN.M,1964-10-31,NONREV,Currency
4160,1000000,A,84944.03,DTCTLN.M,1964-11-30,NONREV,Currency
4161,1000000,A,85959.57,DTCTLN.M,1964-12-31,NONREV,Currency
4162,1000000,A,87182.59,DTCTLN.M,1965-01-31,NONREV,Currency
4163,1000000,A,88152.04,DTCTLN.M,1965-02-28,NONREV,Currency
4164,1000000,A,88916.07,DTCTLN.M,1965-03-31,NONREV,Currency
4165,1000000,A,90047.41,DTCTLN.M,1965-04-30,NONREV,Currency
4166,1000000,A,90885.88,DTCTLN.M,1965-05-31,NONREV,Currency
4167,1000000,A,91830.09,DTCTLN.M,1965-06-30,NONREV,Currency
4168,1000000,A,92694.63,DTCTLN.M,1965-07-31,NONREV,Currency
4169,1000000,A,93287.10,DTCTLN.M,1965-08-31,NONREV,Currency
4170,1000000,A,94126.48,DTCTLN.M,1965-09-30,NONREV,Currency
4171,1000000,A,94804.53,DTCTLN.M,1965-10-31,NONREV,Currency
4172,1000000,A,95405.27,DTCTLN.M,1965-11-30,NONREV,Currency
4173,1000000,A,95954.72,DTCTLN.M,1965-12-31,NONREV,Currency
4174,1000000,A,97030.72,DTCTLN.M,1966-01-31,NONREV,Currency
4175,1000000,A,97758.36,DTCTLN.M,1966-02-28,NONREV,Currency
4176,1000000,A,98446.39,DTCTLN.M,1966-03-31,NONREV,Currency
4177,1000000,A,98805.09,DTCTLN.M,1966-04-30,NONREV,Currency
4178,1000000,A,99305.44,DTCTLN.M,1966-05-31,NONREV,Currency
4179,1000000,A,99788.67,DTCTLN.M,1966-06-30,NONREV,Currency
4180,1000000,A,100061.44,DTCTLN.M,1966-07-31,NONREV,Currency
4181,1000000,A,100586.70,DTCTLN.M,1966-08-31,NONREV,Currency
4182,1000000,A,100672.45,DTCTLN.M,1966-09-30,NONREV,Currency
4183,1000000,A,100953.07,DTCTLN.M,1966-10-31,NONREV,Currency
4184,1000000,A,101437.35,DTCTLN.M,1966-11-30,NONREV,Currency
4185,1000000,A,101788.22,DTCTLN.M,1966-12-31,NONREV,Currency
4186,1000000,A,102198.55,DTCTLN.M,1967-01-31,NONREV,Currency
4187,1000000,A,102362.59,DTCTLN.M,1967-02-28,NONREV,Currency
4188,1000000,A,102732.16,DTCTLN.M,1967-03-31,NONREV,Currency
4189,1000000,A,102885.94,DTCTLN.M,1967-04-30,NONREV,Currency
4190,1000000,A,103151.40,DTCTLN.M,1967-05-31,NONREV,Currency
4191,1000000,A,103741.04,DTCTLN.M,1967-06-30,NONREV,Currency
4192,1000000,A,104094.25,DTCTLN.M,1967-07-31,NONREV,Currency
4193,1000000,A,104677.52,DTCTLN.M,1967-08-31,NONREV,Currency
4194,1000000,A,105172.29,DTCTLN.M,1967-09-30,NONREV,Currency
4195,1000000,A,105440.72,DTCTLN.M,1967-10-31,NONREV,Currency
4196,1000000,A,106296.61,DTCTLN.M,1967-11-30,NONREV,Currency
4197,1000000,A,106842.64,DTCTLN.M,1967-12-31,NONREV,Currency
4198,1000000,A,105455.63,DTCTLN.M,1968-01-31,NONREV,Currency
4199,1000000,A,106569.64,DTCTLN.M,1968-02-29,NONREV,Currency
4200,1000000,A,107276.30,DTCTLN.M,1968-03-31,NONREV,Currency
4201,1000000,A,108119.91,DTCTLN.M,1968-04-30,NONREV,Currency
4202,1000000,A,108838.59,DTCTLN.M,1968-05-31,NONREV,Currency
4203,1000000,A,109453.37,DTCTLN.M,1968-06-30,NONREV,Currency
4204,1000000,A,110438.04,DTCTLN.M,1968-07-31,NONREV,Currency
4205,1000000,A,111075.84,DTCTLN.M,1968-08-31,NONREV,Currency
4206,1000000,A,111914.51,DTCTLN.M,1968-09-30,NONREV,Currency
4207,1000000,A,113273.13,DTCTLN.M,1968-10-31,NONREV,Currency
4208,1000000,A,114198.84,DTCTLN.M,1968-11-30,NONREV,Currency
4209,1000000,A,115357.55,DTCTLN.M,1968-12-31,NONREV,Currency
4210,1000000,A,116088.47,DTCTLN.M,1969-01-31,NONREV,Currency
4211,1000000,A,117232.70,DTCTLN.M,1969-02-28,NONREV,Currency
4212,1000000,A,118123.78,DTCTLN.M,1969-03-31,NONREV,Currency
4213,1000000,A,119085.12,DTCTLN.M,1969-04-30,NONREV,Currency
4214,1000000,A,119971.12,DTCTLN.M,1969-05-31,NONREV,Currency
4215,1000000,A,120652.71,DTCTLN.M,1969-06-30,NONREV,Currency
4216,1000000,A,121140.31,DTCTLN.M,1969-07-31,NONREV,Currency
4217,1000000,A,121611.48,DTCTLN.M,1969-08-31,NONREV,Currency
4218,1000000,A,122160.18,DTCTLN.M,1969-09-30,NONREV,Currency
4219,1000000,A,122692.79,DTCTLN.M,1969-10-31,NONREV,Currency
4220,1000000,A,123105.28,DTCTLN.M,1969-11-30,NONREV,Currency
4221,1000000,A,123551.35,DTCTLN.M,1969-12-31,NONREV,Currency
4222,1000000,A,124109.78,DTCTLN.M,1970-01-31,NONREV,Currency
4223,1000000,A,124388.57,DTCTLN.M,1970-02-28,NONREV,Currency
4224,1000000,A,124371.86,DTCTLN.M,1970-03-31,NONREV,Currency
4225,1000000,A,124341.19,DTCTLN.M,1970-04-30,NONREV,Currency
4226,1000000,A,124396.14,DTCTLN.M,1970-05-31,NONREV,Currency
4227,1000000,A,124905.34,DTCTLN.M,1970-06-30,NONREV,Currency
4228,1000000,A,125434.01,DTCTLN.M,1970-07-31,NONREV,Currency
4229,1000000,A,125642.21,DTCTLN.M,1970-08-31,NONREV,Currency
4230,1000000,A,126164.17,DTCTLN.M,1970-09-30,NONREV,Currency
4231,1000000,A,126277.15,DTCTLN.M,1970-10-31,NONREV,Currency
4232,1000000,A,125892.46,DTCTLN.M,1970-11-30,NONREV,Currency
4233,1000000,A,126590.09,DTCTLN.M,1970-12-31,NONREV,Currency
4234,1000000,A,126995.07,DTCTLN.M,1971-01-31,NONREV,Currency
4235,1000000,A,127700.05,DTCTLN.M,1971-02-28,NONREV,Currency
4236,1000000,A,128438.74,DTCTLN.M,1971-03-31,NONREV,Currency
4237,1000000,A,129532.62,DTCTLN.M,1971-04-30,NONREV,Currency
4238,1000000,A,130198.92,DTCTLN.M,1971-05-31,NONREV,Currency
4239,1000000,A,131029.09,DTCTLN.M,1971-06-30,NONREV,Currency
4240,1000000,A,132007.17,DTCTLN.M,1971-07-31,NONREV,Currency
4241,1000000,A,133207.31,DTCTLN.M,1971-08-31,NONREV,Currency
4242,1000000,A,134535.82,DTCTLN.M,1971-09-30,NONREV,Currency
4243,1000000,A,135613.18,DTCTLN.M,1971-10-31,NONREV,Currency
4244,1000000,A,137328.97,DTCTLN.M,1971-11-30,NONREV,Currency
4245,1000000,A,138684.84,DTCTLN.M,1971-12-31,NONREV,Currency
4246,1000000,A,139568.47,DTCTLN.M,1972-01-31,NONREV,Currency
4247,1000000,A,140830.72,DTCTLN.M,1972-02-29,NONREV,Currency
4248,1000000,A,142535.76,DTCTLN.M,1972-03-31,NONREV,Currency
4249,1000000,A,143894.00,DTCTLN.M,1972-04-30,NONREV,Currency
4250,1000000,A,145621.23,DTCTLN.M,1972-05-31,NONREV,Currency
4251,1000000,A,147367.30,DTCTLN.M,1972-06-30,NONREV,Currency
4252,1000000,A,148321.93,DTCTLN.M,1972-07-31,NONREV,Currency
4253,1000000,A,149806.20,DTCTLN.M,1972-08-31,NONREV,Currency
4254,1000000,A,151245.55,DTCTLN.M,1972-09-30,NONREV,Currency
4255,1000000,A,152834.96,DTCTLN.M,1972-10-31,NONREV,Currency
4256,1000000,A,154699.79,DTCTLN.M,1972-11-30,NONREV,Currency
4257,1000000,A,156809.86,DTCTLN.M,1972-12-31,NONREV,Currency
4258,1000000,A,159913.81,DTCTLN.M,1973-01-31,NONREV,Currency
4259,1000000,A,162096.12,DTCTLN.M,1973-02-28,NONREV,Currency
4260,1000000,A,164253.28,DTCTLN.M,1973-03-31,NONREV,Currency
4261,1000000,A,165937.83,DTCTLN.M,1973-04-30,NONREV,Currency
4262,1000000,A,168084.27,DTCTLN.M,1973-05-31,NONREV,Currency
4263,1000000,A,170082.20,DTCTLN.M,1973-06-30,NONREV,Currency
4264,1000000,A,171787.46,DTCTLN.M,1973-07-31,NONREV,Currency
4265,1000000,A,173525.75,DTCTLN.M,1973-08-31,NONREV,Currency
4266,1000000,A,174411.96,DTCTLN.M,1973-09-30,NONREV,Currency
4267,1000000,A,176288.39,DTCTLN.M,1973-10-31,NONREV,Currency
4268,1000000,A,177946.52,DTCTLN.M,1973-11-30,NONREV,Currency
4269,1000000,A,178744.09,DTCTLN.M,1973-12-31,NONREV,Currency
4270,1000000,A,179985.68,DTCTLN.M,1974-01-31,NONREV,Currency
4271,1000000,A,181188.92,DTCTLN.M,1974-02-28,NONREV,Currency
4272,1000000,A,181980.99,DTCTLN.M,1974-03-31,NONREV,Currency
4273,1000000,A,183021.12,DTCTLN.M,1974-04-30,NONREV,Currency
4274,1000000,A,183917.37,DTCTLN.M,1974-05-31,NONREV,Currency
4275,1000000,A,184598.24,DTCTLN.M,1974-06-30,NONREV,Currency
4276,1000000,A,185641.86,DTCTLN.M,1974-07-31,NONREV,Currency
4277,1000000,A,186290.11,DTCTLN.M,1974-08-31,NONREV,Currency
4278,1000000,A,186366.20,DTCTLN.M,1974-09-30,NONREV,Currency
4279,1000000,A,186004.12,DTCTLN.M,1974-10-31,NONREV,Currency
4280,1000000,A,185679.08,DTCTLN.M,1974-11-30,NONREV,Currency
4281,1000000,A,185676.58,DTCTLN.M,1974-12-31,NONREV,Currency
4282,1000000,A,185788.75,DTCTLN.M,1975-01-31,NONREV,Currency
4283,1000000,A,186286.19,DTCTLN.M,1975-02-28,NONREV,Currency
4284,1000000,A,185932.07,DTCTLN.M,1975-03-31,NONREV,Currency
4285,1000000,A,185400.23,DTCTLN.M,1975-04-30,NONREV,Currency
4286,1000000,A,185283.30,DTCTLN.M,1975-05-31,NONREV,Currency
4287,1000000,A,182452.41,DTCTLN.M,1975-06-30,NONREV,Currency
4288,1000000,A,183693.69,DTCTLN.M,1975-07-31,NONREV,Currency
4289,1000000,A,184044.04,DTCTLN.M,1975-08-31,NONREV,Currency
4290,1000000,A,184938.40,DTCTLN.M,1975-09-30,NONREV,Currency
4291,1000000,A,185623.24,DTCTLN.M,1975-10-31,NONREV,Currency
4292,1000000,A,186789.65,DTCTLN.M,1975-11-30,NONREV,Currency
4293,1000000,A,189506.73,DTCTLN.M,1975-12-31,NONREV,Currency
4294,1000000,A,191088.21,DTCTLN.M,1976-01-31,NONREV,Currency
4295,1000000,A,192358.93,DTCTLN.M,1976-02-29,NONREV,Currency
4296,1000000,A,194024.47,DTCTLN.M,1976-03-31,NONREV,Currency
4297,1000000,A,195904.02,DTCTLN.M,1976-04-30,NONREV,Currency
4298,1000000,A,196605.92,DTCTLN.M,1976-05-31,NONREV,Currency
4299,1000000,A,198154.30,DTCTLN.M,1976-06-30,NONREV,Currency
4300,1000000,A,199687.30,DTCTLN.M,1976-07-31,NONREV,Currency
4301,1000000,A,200609.32,DTCTLN.M,1976-08-31,NONREV,Currency
4302,1000000,A,202355.86,DTCTLN.M,1976-09-30,NONREV,Currency
4303,1000000,A,204119.91,DTCTLN.M,1976-10-31,NONREV,Currency
4304,1000000,A,206099.35,DTCTLN.M,1976-11-30,NONREV,Currency
4305,1000000,A,209232.54,DTCTLN.M,1976-12-31,NONREV,Currency
4306,1000000,A,195049.52,DTCTLN.M,1977-01-31,NONREV,Currency
4307,1000000,A,197994.31,DTCTLN.M,1977-02-28,NONREV,Currency
4308,1000000,A,201350.33,DTCTLN.M,1977-03-31,NONREV,Currency
4309,1000000,A,203776.39,DTCTLN.M,1977-04-30,NONREV,Currency
4310,1000000,A,206332.78,DTCTLN.M,1977-05-31,NONREV,Currency
4311,1000000,A,208978.57,DTCTLN.M,1977-06-30,NONREV,Currency
4312,1000000,A,211514.21,DTCTLN.M,1977-07-31,NONREV,Currency
4313,1000000,A,213868.73,DTCTLN.M,1977-08-31,NONREV,Currency
4314,1000000,A,215887.98,DTCTLN.M,1977-09-30,NONREV,Currency
4315,1000000,A,218941.91,DTCTLN.M,1977-10-31,NONREV,Currency
4316,1000000,A,221793.74,DTCTLN.M,1977-11-30,NONREV,Currency
4317,1000000,A,223147.88,DTCTLN.M,1977-12-31,NONREV,Currency
4318,1000000,A,225840.72,DTCTLN.M,1978-01-31,NONREV,Currency
4319,1000000,A,228843.81,DTCTLN.M,1978-02-28,NONREV,Currency
4320,1000000,A,232783.64,DTCTLN.M,1978-03-31,NONREV,Currency
4321,1000000,A,235793.94,DTCTLN.M,1978-04-30,NONREV,Currency
4322,1000000,A,239905.41,DTCTLN.M,1978-05-31,NONREV,Currency
4323,1000000,A,244553.78,DTCTLN.M,1978-06-30,NONREV,Currency
4324,1000000,A,247270.46,DTCTLN.M,1978-07-31,NONREV,Currency
4325,1000000,A,250331.25,DTCTLN.M,1978-08-31,NONREV,Currency
4326,1000000,A,252669.05,DTCTLN.M,1978-09-30,NONREV,Currency
4327,1000000,A,254367.42,DTCTLN.M,1978-10-31,NONREV,Currency
4328,1000000,A,257689.52,DTCTLN.M,1978-11-30,NONREV,Currency
4329,1000000,A,260409.43,DTCTLN.M,1978-12-31,NONREV,Currency
4330,1000000,A,264315.10,DTCTLN.M,1979-01-31,NONREV,Currency
4331,1000000,A,267716.65,DTCTLN.M,1979-02-28,NONREV,Currency
4332,1000000,A,270831.04,DTCTLN.M,1979-03-31,NONREV,Currency
4333,1000000,A,273554.91,DTCTLN.M,1979-04-30,NONREV,Currency
4334,1000000,A,276657.03,DTCTLN.M,1979-05-31,NONREV,Currency
4335,1000000,A,278767.47,DTCTLN.M,1979-06-30,NONREV,Currency
4336,1000000,A,281859.38,DTCTLN.M,1979-07-31,NONREV,Currency
4337,1000000,A,284513.99,DTCTLN.M,1979-08-31,NONREV,Currency
4338,1000000,A,287373.54,DTCTLN.M,1979-09-30,NONREV,Currency
4339,1000000,A,290070.61,DTCTLN.M,1979-10-31,NONREV,Currency
4340,1000000,A,292474.39,DTCTLN.M,1979-11-30,NONREV,Currency
4341,1000000,A,294992.67,DTCTLN.M,1979-12-31,NONREV,Currency
4342,1000000,A,296725.93,DTCTLN.M,1980-01-31,NONREV,Currency
4343,1000000,A,298927.10,DTCTLN.M,1980-02-29,NONREV,Currency
4344,1000000,A,298903.04,DTCTLN.M,1980-03-31,NONREV,Currency
4345,1000000,A,297327.17,DTCTLN.M,1980-04-30,NONREV,Currency
4346,1000000,A,294661.72,DTCTLN.M,1980-05-31,NONREV,Currency
4347,1000000,A,292912.84,DTCTLN.M,1980-06-30,NONREV,Currency
4348,1000000,A,293019.76,DTCTLN.M,1980-07-31,NONREV,Currency
4349,1000000,A,293131.90,DTCTLN.M,1980-08-31,NONREV,Currency
4350,1000000,A,293771.86,DTCTLN.M,1980-09-30,NONREV,Currency
4351,1000000,A,295240.42,DTCTLN.M,1980-10-31,NONREV,Currency
4352,1000000,A,295558.63,DTCTLN.M,1980-11-30,NONREV,Currency
4353,1000000,A,296950.00,DTCTLN.M,1980-12-31,NONREV,Currency
4354,1000000,A,297538.14,DTCTLN.M,1981-01-31,NONREV,Currency
4355,1000000,A,298933.64,DTCTLN.M,1981-02-28,NONREV,Currency
4356,1000000,A,300844.92,DTCTLN.M,1981-03-31,NONREV,Currency
4357,1000000,A,302007.54,DTCTLN.M,1981-04-30,NONREV,Currency
4358,1000000,A,303465.64,DTCTLN.M,1981-05-31,NONREV,Currency
4359,1000000,A,304001.45,DTCTLN.M,1981-06-30,NONREV,Currency
4360,1000000,A,305633.03,DTCTLN.M,1981-07-31,NONREV,Currency
4361,1000000,A,305855.27,DTCTLN.M,1981-08-31,NONREV,Currency
4362,1000000,A,309400.99,DTCTLN.M,1981-09-30,NONREV,Currency
4363,1000000,A,309829.36,DTCTLN.M,1981-10-31,NONREV,Currency
4364,1000000,A,311002.55,DTCTLN.M,1981-11-30,NONREV,Currency
4365,1000000,A,310373.44,DTCTLN.M,1981-12-31,NONREV,Currency
4366,1000000,A,313971.26,DTCTLN.M,1982-01-31,NONREV,Currency
4367,1000000,A,314908.25,DTCTLN.M,1982-02-28,NONREV,Currency
4368,1000000,A,315260.16,DTCTLN.M,1982-03-31,NONREV,Currency
4369,1000000,A,316379.45,DTCTLN.M,1982-04-30,NONREV,Currency
4370,1000000,A,317589.60,DTCTLN.M,1982-05-31,NONREV,Currency
4371,1000000,A,318500.20,DTCTLN.M,1982-06-30,NONREV,Currency
4372,1000000,A,318106.43,DTCTLN.M,1982-07-31,NONREV,Currency
4373,1000000,A,318058.26,DTCTLN.M,1982-08-31,NONREV,Currency
4374,1000000,A,319214.09,DTCTLN.M,1982-09-30,NONREV,Currency
4375,1000000,A,319521.05,DTCTLN.M,1982-10-31,NONREV,Currency
4376,1000000,A,321126.34,DTCTLN.M,1982-11-30,NONREV,Currency
4377,1000000,A,323500.44,DTCTLN.M,1982-12-31,NONREV,Currency
4378,1000000,A,325101.49,DTCTLN.M,1983-01-31,NONREV,Currency
4379,1000000,A,325604.76,DTCTLN.M,1983-02-28,NONREV,Currency
4380,1000000,A,328041.51,DTCTLN.M,1983-03-31,NONREV,Currency
4381,1000000,A,330023.37,DTCTLN.M,1983-04-30,NONREV,Currency
4382,1000000,A,331068.19,DTCTLN.M,1983-05-31,NONREV,Currency
4383,1000000,A,334551.80,DTCTLN.M,1983-06-30,NONREV,Currency
4384,1000000,A,337934.87,DTCTLN.M,1983-07-31,NONREV,Currency
4385,1000000,A,341427.64,DTCTLN.M,1983-08-31,NONREV,Currency
4386,1000000,A,344257.06,DTCTLN.M,1983-09-30,NONREV,Currency
4387,1000000,A,348650.84,DTCTLN.M,1983-10-31,NONREV,Currency
4388,1000000,A,353190.44,DTCTLN.M,1983-11-30,NONREV,Currency
4389,1000000,A,358041.61,DTCTLN.M,1983-12-31,NONREV,Currency
4390,1000000,A,362877.19,DTCTLN.M,1984-01-31,NONREV,Currency
4391,1000000,A,371202.54,DTCTLN.M,1984-02-29,NONREV,Currency
4392,1000000,A,373493.07,DTCTLN.M,1984-03-31,NONREV,Currency
4393,1000000,A,377814.15,DTCTLN.M,1984-04-30,NONREV,Currency
4394,1000000,A,385354.23,DTCTLN.M,1984-05-31,NONREV,Currency
4395,1000000,A,391575.58,DTCTLN.M,1984-06-30,NONREV,Currency
4396,1000000,A,396763.13,DTCTLN.M,1984-07-31,NONREV,Currency
4397,1000000,A,401685.95,DTCTLN.M,1984-08-31,NONREV,Currency
4398,1000000,A,404024.49,DTCTLN.M,1984-09-30,NONREV,Currency
4399,1000000,A,408425.54,DTCTLN.M,1984-10-31,NONREV,Currency
4400,1000000,A,412018.18,DTCTLN.M,1984-11-30,NONREV,Currency
4401,1000000,A,416893.35,DTCTLN.M,1984-12-31,NONREV,Currency
4402,1000000,A,421137.53,DTCTLN.M,1985-01-31,NONREV,Currency
4403,1000000,A,427107.96,DTCTLN.M,1985-02-28,NONREV,Currency
4404,1000000,A,433806.83,DTCTLN.M,1985-03-31,NONREV,Currency
4405,1000000,A,439280.32,DTCTLN.M,1985-04-30,NONREV,Currency
4406,1000000,A,444685.77,DTCTLN.M,1985-05-31,NONREV,Currency
4407,1000000,A,448811.12,DTCTLN.M,1985-06-30,NONREV,Currency
4408,1000000,A,453518.69,DTCTLN.M,1985-07-31,NONREV,Currency
4409,1000000,A,457305.61,DTCTLN.M,1985-08-31,NONREV,Currency
4410,1000000,A,463812.23,DTCTLN.M,1985-09-30,NONREV,Currency
4411,1000000,A,468071.40,DTCTLN.M,1985-10-31,NONREV,Currency
4412,1000000,A,471931.33,DTCTLN.M,1985-11-30,NONREV,Currency
4413,1000000,A,475245.43,DTCTLN.M,1985-12-31,NONREV,Currency
4414,1000000,A,478614.71,DTCTLN.M,1986-01-31,NONREV,Currency
4415,1000000,A,481880.73,DTCTLN.M,1986-02-28,NONREV,Currency
4416,1000000,A,483198.63,DTCTLN.M,1986-03-31,NONREV,Currency
4417,1000000,A,487617.38,DTCTLN.M,1986-04-30,NONREV,Currency
4418,1000000,A,492220.85,DTCTLN.M,1986-05-31,NONREV,Currency
4419,1000000,A,495646.39,DTCTLN.M,1986-06-30,NONREV,Currency
4420,1000000,A,499489.88,DTCTLN.M,1986-07-31,NONREV,Currency
4421,1000000,A,502045.82,DTCTLN.M,1986-08-31,NONREV,Currency
4422,1000000,A,508775.79,DTCTLN.M,1986-09-30,NONREV,Currency
4423,1000000,A,514880.75,DTCTLN.M,1986-10-31,NONREV,Currency
4424,1000000,A,513804.18,DTCTLN.M,1986-11-30,NONREV,Currency
4425,1000000,A,513682.08,DTCTLN.M,1986-12-31,NONREV,Currency
4426,1000000,A,512159.61,DTCTLN.M,1987-01-31,NONREV,Currency
4427,1000000,A,510108.35,DTCTLN.M,1987-02-28,NONREV,Currency
4428,1000000,A,508095.94,DTCTLN.M,1987-03-31,NONREV,Currency
4429,1000000,A,510909.57,DTCTLN.M,1987-04-30,NONREV,Currency
4430,1000000,A,511163.53,DTCTLN.M,1987-05-31,NONREV,Currency
4431,1000000,A,513063.70,DTCTLN.M,1987-06-30,NONREV,Currency
4432,1000000,A,515262.37,DTCTLN.M,1987-07-31,NONREV,Currency
4433,1000000,A,518353.94,DTCTLN.M,1987-08-31,NONREV,Currency
4434,1000000,A,519750.26,DTCTLN.M,1987-09-30,NONREV,Currency
4435,1000000,A,523110.13,DTCTLN.M,1987-10-31,NONREV,Currency
4436,1000000,A,526691.09,DTCTLN.M,1987-11-30,NONREV,Currency
4437,1000000,A,525464.86,DTCTLN.M,1987-12-31,NONREV,Currency
4438,1000000,A,527589.06,DTCTLN.M,1988-01-31,NONREV,Currency
4439,1000000,A,530429.96,DTCTLN.M,1988-02-29,NONREV,Currency
